50
0.000000 0.800000 0.800000 1.131371 0.565685 0.400000 0.894427 0.400000 0.894427 0.647053 0.613608 0.669213 0.957840 0.684458 0.511650 0.811490 0.861469 0.911450 0.618105 0.634348 0.654019 0.454201 0.503775 0.553426 0.603135 0.792384 0.840574 0.888964 0.780137 0.829040 0.878066 0.770945 0.820396 0.869909 0.532356 0.538673 0.549485 0.564534 0.582209 0.587990 0.597911 0.611770 0.307834 0.340458 0.348931 0.378025 0.392102 0.418203 0.436733 0.460310
0.800000 0.000000 1.131371 0.800000 0.565685 0.894427 0.400000 0.400000 0.894427 0.775554 0.667088 0.879614 0.668253 0.686832 0.643461 0.638842 0.659670 0.683527 0.274208 0.309085 0.347674 0.355585 0.306483 0.257726 0.209557 0.399611 0.426396 0.457097 0.443847 0.468107 0.496234 0.489194 0.511307 0.537177 0.924749 0.884266 0.844803 0.806509 0.954320 0.915145 0.877073 0.840251 0.660584 0.614427 0.680707 0.636012 0.703813 0.660684 0.729619 0.688109
0.800000 1.131371 0.000000 0.800000 0.565685 0.400000 0.894427 0.894427 0.400000 0.360296 0.467152 0.253415 0.708314 0.466356 0.494275 0.594585 0.616908 0.642355 0.858230 0.822741 0.788826 0.864092 0.891149 0.920129 0.950857 0.807473 0.821058 0.837413 0.759069 0.773505 0.790844 0.710887 0.726281 0.744720 0.272711 0.284844 0.304797 0.331159 0.223463 0.238119 0.261660 0.291944 0.585579 0.603368 0.538418 0.557713 0.491818 0.512869 0.445956 0.469069
1.131371 0.800000 0.800000 0.000000 0.565685 0.894427 0.400000 0.894427 0.400000 0.559124 0.535466 0.624575 0.175541 0.469834 0.629733 0.321147 0.271314 0.221557 0.655512 0.608309 0.561589 0.816577 0.796422 0.778961 0.764376 0.428753 0.386504 0.346324 0.405674 0.360732 0.317306 0.387703 0.340396 0.293981 0.803822 0.756898 0.710394 0.664398 0.788476 0.740580 0.692982 0.645747 0.827352 0.790988 0.794672 0.756738 0.763868 0.724323 0.735177 0.693999
0.565685 0.565685 0.565685 0.565685 0.000000 0.400000 0.400000 0.400000 0.400000 0.213656 0.107792 0.314596 0.392601 0.156885 0.095785 0.246628 0.296429 0.346287 0.293044 0.257329 0.227072 0.341391 0.352192 0.369500 0.392455 0.293003 0.328596 0.367558 0.258056 0.297854 0.340355 0.228769 0.272872 0.318722 0.380482 0.333963 0.288612 0.245075 0.400413 0.356505 0.314422 0.275002 0.263888 0.225358 0.237967 0.194365 0.220498 0.172536 0.213566 0.163585
0.400000 0.894427 0.400000 0.894427 0.400000 0.000000 0.800000 0.565685 0.565685 0.338003 0.370639 0.309892 0.741339 0.427767 0.305036 0.588238 0.633524 0.679471 0.631907 0.616157 0.604147 0.562563 0.603298 0.645336 0.688440 0.692779 0.728252 0.765349 0.657572 0.694844 0.733633 0.624386 0.663526 0.704042 0.137431 0.160163 0.193436 0.232771 0.185612 0.203019 0.230178 0.264097 0.242554 0.282811 0.214065 0.258792 0.194460 0.242826 0.186564 0.236549
0.894427 0.400000 0.894427 0.400000 0.400000 0.800000 0.000000 0.565685 0.565685 0.545025 0.453724 0.649544 0.280515 0.431556 0.495281 0.309237 0.307226 0.313286 0.304045 0.269790 0.241101 0.486435 0.451785 0.420240 0.392546 0.108440 0.074827 0.066625 0.144172 0.120936 0.116040 0.186580 0.169269 0.165806 0.768535 0.719313 0.670206 0.621241 0.778595 0.730052 0.681719 0.633645 0.632804 0.584458 0.622441 0.573221 0.615974 0.566192 0.613527 0.563529
0.400000 0.400000 0.894427 0.894427 0.400000 0.565685 0.565685 0.000000 0.800000 0.591677 0.500760 0.671404 0.722502 0.556875 0.421798 0.610997 0.654711 0.699268 0.261958 0.298271 0.338096 0.079809 0.117731 0.162332 0.209387 0.483509 0.533094 0.582750 0.492755 0.541494 0.590444 0.506787 0.554294 0.602205 0.639752 0.613227 0.589756 0.569717 0.681797 0.656972 0.635120 0.616557 0.324910 0.294476 0.364085 0.337205 0.405646 0.381704 0.448932 0.427422
0.894427 0.894427 0.400000 0.400000 0.400000 0.565685 0.565685 0.800000 0.000000 0.247419 0.304101 0.259146 0.325978 0.243137 0.400545 0.261407 0.259025 0.266184 0.650483 0.602886 0.555711 0.739409 0.744458 0.752800 0.764330 0.507859 0.501758 0.500600 0.458671 0.451906 0.450620 0.409679 0.402091 0.400645 0.447494 0.408675 0.372533 0.339920 0.419303 0.377598 0.338150 0.301845 0.594733 0.578668 0.548360 0.530894 0.502683 0.483569 0.457909 0.436841
0.647053 0.775554 0.360296 0.559124 0.213656 0.338003 0.545025 0.591677 0.247419 0.000000 0.108468 0.107254 0.416188 0.114688 0.170688 0.270939 0.309459 0.350888 0.505324 0.466521 0.430036 0.543643 0.560771 0.581705 0.606050 0.451456 0.470372 0.493646 0.404610 0.425613 0.451202 0.358617 0.382156 0.410464 0.248163 0.199437 0.151545 0.105623 0.243095 0.193095 0.143095 0.093095 0.349997 0.339223 0.302382 0.289844 0.255679 0.240721 0.210497 0.192051
