50
0.000000 0.290391 0.342701 0.149357 0.066521 0.063138 0.399867 0.242614 0.230267 0.315860 0.632742 0.648981 0.169888 0.317775 0.662929 0.608179 0.479987 0.291543 0.279255 0.135819 0.283422 0.355190 0.563107 0.425873 0.590791 0.609595 0.791220 0.357797 0.394280 0.500794 0.524415 0.132413 0.725428 0.677420 0.339923 0.448616 0.596314 0.443443 0.654389 0.511391 0.572951 0.262074 0.111881 0.535343 0.201576 0.545900 0.175140 0.505719 0.522029 0.158212
0.290391 0.000000 0.598649 0.327882 0.347639 0.229634 0.180609 0.395005 0.121010 0.409739 0.710216 0.553821 0.240835 0.229576 0.676820 0.488599 0.658914 0.100681 0.475488 0.186833 0.312501 0.520281 0.338142 0.368389 0.528112 0.569219 0.813584 0.069836 0.607743 0.709024 0.585369 0.169019 0.769575 0.510338 0.619382 0.179499 0.651884 0.498656 0.451505 0.283315 0.406606 0.527371 0.179400 0.670072 0.489798 0.562190 0.205486 0.592146 0.422118 0.291456
0.342701 0.598649 0.000000 0.275259 0.276412 0.401158 0.635709 0.249367 0.495659 0.314924 0.481907 0.699981 0.371460 0.498061 0.584501 0.695395 0.231216 0.626328 0.166123 0.411863 0.387917 0.209749 0.766162 0.515997 0.621896 0.610134 0.675006 0.655395 0.122768 0.198702 0.431801 0.469036 0.595101 0.799812 0.098979 0.713942 0.484693 0.397488 0.819054 0.727142 0.716342 0.082555 0.430492 0.335176 0.187488 0.501180 0.517160 0.386796 0.614371 0.479231
0.149357 0.327882 0.275259 0.000000 0.124539 0.176173 0.366165 0.094529 0.220486 0.167871 0.483571 0.528974 0.096900 0.240738 0.516732 0.499360 0.350051 0.371220 0.152539 0.142930 0.160169 0.216056 0.510204 0.310037 0.463209 0.474999 0.643093 0.381243 0.282823 0.387270 0.375497 0.228463 0.576341 0.584794 0.315895 0.440026 0.447240 0.296154 0.581471 0.465635 0.487170 0.213915 0.178477 0.392063 0.225636 0.401497 0.299844 0.356433 0.412026 0.304999
0.066521 0.347639 0.276412 0.124539 0.000000 0.127726 0.438628 0.207258 0.272074 0.289802 0.595197 0.650089 0.182661 0.338056 0.638788 0.616152 0.424229 0.356477 0.226410 0.175113 0.279892 0.306554 0.596812 0.428614 0.586346 0.599384 0.762512 0.412834 0.333397 0.439340 0.493808 0.197171 0.693185 0.694462 0.275315 0.496144 0.564587 0.417908 0.680548 0.547307 0.592770 0.195564 0.168613 0.487642 0.142643 0.524905 0.240851 0.469842 0.528886 0.213060
0.063138 0.229634 0.401158 0.176173 0.127726 0.000000 0.352515 0.270060 0.184164 0.331570 0.654061 0.632499 0.159700 0.289376 0.670475 0.585762 0.522316 0.228836 0.321346 0.101133 0.279432 0.391431 0.518405 0.411085 0.580118 0.604176 0.802381 0.298082 0.443512 0.550121 0.539873 0.069517 0.740601 0.646221 0.402611 0.393679 0.612050 0.455238 0.615416 0.465258 0.540180 0.321902 0.056568 0.568216 0.264647 0.551640 0.124784 0.526681 0.501680 0.138604
0.399867 0.180609 0.635709 0.366165 0.438628 0.352515 0.000000 0.394010 0.169667 0.368292 0.613817 0.387238 0.270378 0.147191 0.549228 0.317194 0.630261 0.279122 0.482990 0.265289 0.266169 0.499631 0.167055 0.242430 0.375875 0.423741 0.682535 0.144689 0.608913 0.697188 0.491337 0.314139 0.651385 0.329828 0.681942 0.093749 0.548063 0.413536 0.273891 0.112941 0.227098 0.579962 0.296038 0.611288 0.576300 0.445890 0.373608 0.512190 0.263174 0.452286
0.242614 0.395005 0.249367 0.094529 0.207258 0.270060 0.394010 0.000000 0.277455 0.088508 0.390406 0.478265 0.154517 0.251271 0.433253 0.460750 0.265693 0.451649 0.089003 0.221420 0.138550 0.127589 0.517168 0.273951 0.405882 0.408856 0.555324 0.439186 0.217634 0.314833 0.286568 0.318352 0.486109 0.558304 0.316824 0.478385 0.357374 0.213028 0.571083 0.479557 0.469779 0.214232 0.266373 0.298523 0.268785 0.322426 0.392685 0.263817 0.375736 0.399316
0.230267 0.121010 0.495659 0.220486 0.272074 0.184164 0.169667 0.277455 0.000000 0.288755 0.593314 0.478114 0.126262 0.130575 0.570142 0.421755 0.539349 0.200987 0.361093 0.097031 0.192861 0.400963 0.334434 0.271046 0.439394 0.474394 0.706909 0.162431 0.493166 0.592280 0.469046 0.156758 0.658187 0.468963 0.528688 0.225346 0.537236 0.381561 0.432141 0.281762 0.362180 0.430577 0.128333 0.549112 0.412641 0.452820 0.230554 0.473184 0.343966 0.297028
0.315860 0.409739 0.314924 0.167871 0.289802 0.331570 0.368292 0.088508 0.288755 0.000000 0.323181 0.393548 0.186304 0.221190 0.349143 0.381713 0.262179 0.481647 0.149384 0.261025 0.103705 0.133944 0.468538 0.201625 0.319373 0.320519 0.475438 0.441697 0.251218 0.330330 0.209005 0.368083 0.410133 0.484891 0.393431 0.459172 0.281141 0.128346 0.508059 0.437838 0.403750 0.294198 0.314813 0.260372 0.356873 0.235557 0.447707 0.196256 0.299527 0.467364
