100
0.000000 0.530238 0.803426 0.751965 0.503332 0.620701 0.246061 0.477954 0.303430 0.252300 0.648796 0.663338 0.298565 0.702891 0.441531 0.077877 0.484028 0.860017 0.201952 0.536593 0.679234 0.635727 0.632416 0.755278 0.361581 0.422396 0.939933 0.475077 0.844412 0.223131 0.581921 0.764092 0.373060 0.609866 0.495374 0.810485 0.701801 0.139067 0.521745 0.055769 0.965938 0.727772 0.324740 0.689932 0.371723 0.284237 0.627453 0.221680 0.788097 0.948070 0.570220 0.598387 0.398473 0.616073 0.978549 0.567301 0.786122 0.758626 0.190235 0.402596 0.735268 0.584232 0.652503 0.489473 0.432506 0.302830 0.433064 0.540621 0.763658 0.705568 0.887425 0.408693 0.684843 0.117078 0.562107 0.731013 0.316953 0.745881 0.710621 0.823568 0.153882 0.880552 0.787888 0.299383 0.477925 0.704164 0.634410 0.621440 0.578858 0.168301 0.257582 0.678024 0.350857 0.120126 0.699578 0.746414 0.760300 0.690933 1.008677 0.434599
0.530238 0.000000 0.413441 0.706224 0.343107 0.659549 0.424697 0.125759 0.275661 0.498503 0.180774 0.205883 0.231679 0.425899 0.281826 0.454738 0.053069 0.356898 0.328407 0.463769 0.642381 0.708415 0.297817 0.615000 0.197597 0.136440 0.549741 0.476427 0.379437 0.331778 0.214576 0.237981 0.512045 0.152449 0.605219 0.282619 0.720887 0.392078 0.187218 0.529759 0.608414 0.383970 0.548245 0.190165 0.166522 0.254732 0.602638 0.347944 0.583726 0.499815 0.354208 0.471037 0.383681 0.199097 0.566558 0.573086 0.255926 0.357339 0.408202 0.225101 0.507967 0.055313 0.497777 0.068112 0.593063 0.472138 0.120147 0.087942 0.260303 0.543743 0.481516 0.121573 0.163869 0.427823 0.616963 0.200779 0.422574 0.248982 0.299340 0.468769 0.406710 0.562253 0.301599 0.265446 0.394605 0.246786 0.370557 0.095956 0.166441 0.530061 0.281750 0.570714 0.306893 0.510564 0.173098 0.281828 0.235234 0.189541 0.621390 0.200052
0.803426 0.413441 0.000000 0.491239 0.324578 0.537161 0.587963 0.538869 0.501834 0.636430 0.235612 0.549985 0.555158 0.161870 0.365024 0.746045 0.415143 0.236891 0.628067 0.381966 0.464163 0.590875 0.171102 0.357252 0.581201 0.535193 0.142044 0.449349 0.138451 0.676662 0.232402 0.426878 0.564248 0.523187 0.570459 0.339898 0.554191 0.691161 0.597153 0.776165 0.194990 0.087080 0.634018 0.255797 0.475115 0.539687 0.457085 0.581753 0.280657 0.164894 0.260425 0.328882 0.444530 0.576433 0.175194 0.473016 0.383803 0.056104 0.620716 0.403153 0.226974 0.404599 0.303208 0.479912 0.604620 0.580478 0.418657 0.335090 0.510189 0.306688 0.084099 0.477878 0.433785 0.686412 0.530918 0.373102 0.534444 0.224926 0.114323 0.068564 0.735626 0.166175 0.188680 0.635273 0.380042 0.175385 0.197457 0.351035 0.259759 0.715687 0.622943 0.369393 0.456025 0.726140 0.330160 0.583356 0.315626 0.486387 0.214441 0.610338
0.751965 0.706224 0.491239 0.000000 0.367969 0.145566 0.514267 0.796515 0.562443 0.500976 0.607764 0.906214 0.676062 0.342337 0.444452 0.738707 0.669992 0.720009 0.682894 0.256599 0.074774 0.168069 0.444663 0.136206 0.761445 0.756075 0.526877 0.288824 0.627531 0.766142 0.509056 0.849041 0.379502 0.857434 0.270689 0.793941 0.090116 0.715857 0.874125 0.700708 0.485411 0.425866 0.438347 0.660779 0.635352 0.630240 0.126957 0.590237 0.221875 0.633954 0.353842 0.235198 0.392726 0.905315 0.580607 0.185249 0.821824 0.505672 0.580750 0.520087 0.264385 0.735289 0.215717 0.746068 0.338127 0.449435 0.621128 0.623573 0.917710 0.188074 0.534639 0.679192 0.818817 0.664183 0.196805 0.788949 0.445507 0.665781 0.521961 0.439895 0.781736 0.395771 0.654087 0.775062 0.334537 0.589983 0.359034 0.707686 0.560098 0.592706 0.729795 0.138464 0.484031 0.633990 0.735508 0.969771 0.752847 0.866348 0.553200 0.836636
0.503332 0.343107 0.324578 0.367969 0.000000 0.318795 0.269590 0.428551 0.228038 0.312370 0.289526 0.547520 0.327164 0.200146 0.082094 0.459254 0.303322 0.471218 0.363298 0.121102 0.300744 0.369835 0.166593 0.299581 0.401040 0.389444 0.448539 0.152175 0.411694 0.435650 0.178722 0.520897 0.245433 0.495536 0.288532 0.495746 0.377784 0.415303 0.506173 0.467720 0.465351 0.239536 0.311876 0.348069 0.272861 0.289179 0.259560 0.289550 0.301875 0.486244 0.068045 0.136300 0.120072 0.541148 0.493357 0.232816 0.506958 0.294468 0.313515 0.157850 0.238008 0.378801 0.178242 0.378588 0.301603 0.255904 0.253265 0.266569 0.576810 0.232769 0.406533 0.312593 0.474373 0.390093 0.281898 0.462763 0.210828 0.377501 0.267317 0.328559 0.473270 0.377444 0.392087 0.425978 0.065478 0.304701 0.134289 0.362531 0.220664 0.395024 0.389805 0.239126 0.157011 0.411390 0.409786 0.617695 0.445713 0.516772 0.513221 0.471022
0.620701 0.659549 0.537161 0.145566 0.318795 0.000000 0.393272 0.732036 0.468963 0.368418 0.597049 0.865049 0.585385 0.375747 0.379917 0.615451 0.616132 0.745840 0.575800 0.198166 0.095574 0.054646 0.443711 0.229891 0.678736 0.684522 0.605050 0.191571 0.663577 0.661225 0.488593 0.835435 0.248900 0.811762 0.128267 0.797804 0.081422 0.600044 0.810149 0.567626 0.578652 0.457867 0.299813 0.654349 0.559221 0.536425 0.080259 0.480460 0.311283 0.695059 0.332692 0.218447 0.299329 0.855254 0.658992 0.086464 0.816548 0.536482 0.460943 0.449278 0.321788 0.697367 0.233961 0.687964 0.195532 0.322564 0.558439 0.585317 0.894781 0.241303 0.597114 0.609341 0.792632 0.542067 0.059050 0.776192 0.329576 0.672117 0.536975 0.500196 0.666717 0.482010 0.672183 0.681295 0.265347 0.595270 0.364172 0.680504 0.535588 0.456925 0.631286 0.175427 0.394182 0.501072 0.722507 0.936390 0.751181 0.835553 0.644524 0.760871
0.246061 0.424697 0.587963 0.514267 0.269590 0.393272 0.000000 0.434795 0.149587 0.074321 0.481071 0.610876 0.241598 0.468930 0.225715 0.224440 0.371636 0.690630 0.194362 0.290537 0.440123 0.418861 0.419355 0.509431 0.342007 0.375755 0.717138 0.230545 0.653538 0.279173 0.389454 0.657977 0.148595 0.552581 0.278366 0.673608 0.474385 0.207487 0.504646 0.202700 0.734650 0.505964 0.140332 0.533199 0.264341 0.193525 0.387809 0.102781 0.542916 0.743857 0.337631 0.352873 0.155512 0.579544 0.760338 0.329179 0.664487 0.550253 0.067683 0.220858 0.492894 0.478571 0.407128 0.415098 0.228867 0.075168 0.305166 0.395629 0.684423 0.459748 0.671515 0.319923 0.588118 0.149978 0.334403 0.610842 0.071068 0.581007 0.510649 0.597669 0.274149 0.644935 0.612591 0.318707 0.234710 0.523166 0.403817 0.495401 0.403862 0.128175 0.262721 0.432465 0.140257 0.142393 0.567043 0.694315 0.620691 0.612238 0.782669 0.431902
0.477954 0.125759 0.538869 0.796515 0.428551 0.732036 0.434795 0.000000 0.290829 0.508252 0.306429 0.186611 0.199536 0.541035 0.354506 0.400077 0.133994 0.469947 0.287085 0.544207 0.728307 0.776848 0.414907 0.717400 0.116420 0.060072 0.675500 0.541863 0.502067 0.258849 0.330897 0.301683 0.550033 0.131915 0.659471 0.376152 0.800161 0.340525 0.078182 0.490289 0.733772 0.505790 0.571134 0.310867 0.178723 0.242457 0.684150 0.340088 0.694555 0.622981 0.453828 0.563284 0.438386 0.146124 0.691869 0.646601 0.336392 0.482768 0.399462 0.282757 0.619376 0.152039 0.596958 0.059389 0.635194 0.496244 0.175569 0.207183 0.287075 0.646580 0.607236 0.123997 0.221323 0.393605 0.683608 0.285882 0.452883 0.368082 0.424629 0.593014 0.335314 0.685149 0.421914 0.182742 0.468992 0.372219 0.480697 0.208965 0.286755 0.517277 0.220719 0.665617 0.348001 0.486976 0.276395 0.270898 0.336535 0.215884 0.747126 0.077256
0.303430 0.275661 0.501834 0.562443 0.228038 0.468963 0.149587 0.290829 0.000000 0.223824 0.352565 0.462350 0.116450 0.416491 0.150999 0.244396 0.222686 0.565023 0.135677 0.308560 0.488560 0.506984 0.331593 0.520244 0.212958 0.233827 0.640396 0.279275 0.542270 0.209104 0.278572 0.510803 0.261065 0.404066 0.378259 0.533697 0.544954 0.192350 0.364344 0.283419 0.672095 0.429645 0.280975 0.399598 0.115478 0.068004 0.438337 0.084359 0.529764 0.644644 0.287515 0.353182 0.171197 0.433339 0.676999 0.389129 0.520300 0.455678 0.138541 0.099240 0.465411 0.330004 0.402051 0.266489 0.346849 0.205571 0.157124 0.254731 0.534967 0.457381 0.585546 0.171688 0.439404 0.186654 0.414550 0.465879 0.162727 0.452032 0.407192 0.526821 0.246260 0.592728 0.489966 0.213371 0.232147 0.403694 0.345963 0.350521 0.278906 0.258262 0.167760 0.451266 0.078633 0.247367 0.424764 0.545370 0.481200 0.462674 0.710493 0.300003
0.252300 0.498503 0.636430 0.500976 0.312370 0.368418 0.074321 0.508252 0.223824 0.000000 0.547139 0.685130 0.313036 0.505959 0.283245 0.253513 0.445434 0.754239 0.255307 0.305247 0.429244 0.385215 0.471782 0.515948 0.412659 0.448928 0.759965 0.235474 0.711535 0.336622 0.450706 0.730735 0.121478 0.626840 0.243943 0.743174 0.449579 0.253532 0.577106 0.199850 0.771010 0.551893 0.079642 0.600779 0.338661 0.266202 0.378140 0.171409 0.560159 0.796105 0.379039 0.371529 0.192377 0.653349 0.805598 0.317528 0.735891 0.602692 0.120410 0.289816 0.518253 0.552115 0.425392 0.489384 0.183921 0.060072 0.378709 0.466552 0.758438 0.474483 0.718830 0.394197 0.661680 0.185102 0.309810 0.682659 0.102112 0.646549 0.567133 0.639592 0.317973 0.677944 0.675448 0.384149 0.265297 0.585538 0.445264 0.567390 0.469522 0.094243 0.327530 0.437781 0.205795 0.133112 0.637837 0.768618 0.690219 0.686379 0.822795 0.502506
